5,2,8,9,7,3,6,1,4,
4,6,3,5,8,1,7,9,2,
9,7,1,4,2,6,5,3,8,
2,8,5,1,9,7,4,6,3,
7,9,4,6,3,8,2,5,1,
3,1,6,2,4,5,8,7,9,
8,4,7,3,6,9,1,2,5,
6,5,9,8,1,2,3,4,7,
1,3,2,7,5,4,9,8,6,
