2,3,7,1,5,9,4,8,6,
8,9,5,4,6,2,1,7,3,
6,1,4,3,8,7,9,2,5,
9,2,1,7,4,5,3,6,8,
5,7,8,9,3,6,2,1,4,
4,6,3,2,1,8,5,9,7,
7,4,2,6,9,3,8,5,1,
3,5,6,8,2,1,7,4,9,
1,8,9,5,7,4,6,3,2,
