9,6,1,2,8,4,7,3,5,
3,7,4,9,6,5,8,2,1,
2,5,8,3,1,7,9,6,4,
6,9,2,7,4,3,5,1,8,
1,3,5,8,9,2,4,7,6,
4,8,7,6,5,1,2,9,3,
8,1,9,4,2,6,3,5,7,
5,4,3,1,7,9,6,8,2,
7,2,6,5,3,8,1,4,9,
