1,6,8,4,3,5,2,7,9,
4,9,5,2,7,6,3,1,8,
2,3,7,1,9,8,4,5,6,
5,4,6,7,8,2,1,9,3,
7,1,3,6,4,9,8,2,5,
8,2,9,5,1,3,6,4,7,
6,5,4,8,2,7,9,3,1,
3,7,1,9,6,4,5,8,2,
9,8,2,3,5,1,7,6,4,
