1,6,4,9,8,2,3,5,7,
3,7,2,1,5,6,9,4,8,
5,8,9,7,4,3,6,2,1,
2,3,1,4,6,8,7,9,5,
8,9,5,3,7,1,2,6,4,
7,4,6,2,9,5,1,8,3,
6,2,3,8,1,4,5,7,9,
9,5,8,6,3,7,4,1,2,
4,1,7,5,2,9,8,3,6,
